,bedroom_abvgr,year_remod/add,overall_cond,house_style,garage_cars,lot_area,neighborhood,bldg_type,total_sf,total_bath,saleprice
1908,3,1998,5,2Story,2.0,12011,NoRidge,1Fam,3010.0,2.5,280000
1909,4,1999,5,2Story,3.0,14774,NoRidge,1Fam,3992.0,2.5,333168
1910,4,2003,5,2Story,3.0,11792,Gilbert,1Fam,3291.0,2.5,270000
1911,3,1950,5,1.5Fin,2.0,8064,NAmes,1Fam,1928.0,1.0,128500
1912,2,1991,5,1Story,2.0,7175,SawyerW,TwnhsE,2796.0,2.0,172000
1913,2,1972,7,SFoyer,2.0,10820,Sawyer,1Fam,1592.0,1.0,130000
1914,1,2005,5,1Story,2.0,5381,NridgHt,Twnhs,2612.0,2.0,196000
1915,2,1950,6,1.5Unf,2.0,5000,IDOTRR,1Fam,1523.0,1.0,87000
1916,3,1950,6,1.5Fin,1.0,8674,BrkSide,1Fam,2345.0,1.0,128250
1917,3,1988,6,1Story,2.0,13175,NWAmes,1Fam,3615.0,2.0,210000
1918,3,1950,7,1.5Fin,2.0,11275,Crawfor,1Fam,2845.0,1.5,220000
1919,2,1995,7,1Story,2.0,9600,Sawyer,1Fam,2134.0,2.0,128000
1920,2,2006,8,1.5Fin,2.0,9000,OldTown,1Fam,1854.0,1.0,135000
1921,3,1991,5,1Story,2.0,9990,Mitchel,1Fam,3369.0,2.0,228500
1922,2,1950,7,1.5Fin,1.0,6000,BrkSide,1Fam,1740.0,1.0,134000
1923,2,1956,6,1Story,1.0,10533,NAmes,1Fam,2032.0,1.0,157500
1924,3,1994,5,2Story,2.0,11692,NoRidge,1Fam,3405.0,2.5,263550
1925,3,1981,7,1Story,2.0,12546,NWAmes,1Fam,2880.0,2.0,182900
1926,3,2007,9,1Story,2.0,21695,Crawfor,1Fam,2560.0,2.0,222000
1927,2,2008,5,1Story,0.0,9278,Mitchel,1Fam,2184.0,1.0,146000
1928,2,1973,6,1Story,2.0,8100,OldTown,1Fam,3118.0,1.0,153500
1929,3,2005,5,1Story,3.0,16737,NridgHt,1Fam,3960.0,2.0,315000
1930,4,1998,5,2Story,3.0,9200,NoRidge,1Fam,4100.0,2.5,315000
1931,3,2007,5,2Story,3.0,9801,Somerst,1Fam,3202.0,3.0,257000
1932,3,1964,5,SFoyer,3.0,14137,Mitchel,1Fam,2400.0,1.0,173000
1933,2,1950,6,2Story,2.0,14762,Gilbert,1Fam,2267.0,2.0,169000
1934,3,2004,5,1Story,3.0,15262,NridgHt,1Fam,4400.0,2.5,382500
1935,3,2002,5,1Story,2.0,9742,CollgCr,1Fam,3572.0,2.0,230000
1936,3,1990,6,1Story,2.0,8532,NAmes,1Fam,2594.0,1.0,153000
1937,3,1953,6,1Story,1.0,10634,NAmes,1Fam,1927.0,1.0,123000
1938,3,1998,5,1Story,2.0,14753,CollgCr,1Fam,2926.0,2.0,207000
1939,3,2002,9,2.5Fin,3.0,18386,OldTown,1Fam,4963.0,3.0,295000
1940,3,2004,5,1Story,2.0,12450,SawyerW,1Fam,2188.0,1.0,149000
1941,4,2002,5,2Story,2.0,7851,Gilbert,1Fam,2820.0,2.5,216500
1942,2,2000,8,1Story,1.0,5175,BrkSide,1Fam,1616.0,1.0,112000
1943,2,1967,5,1Story,2.0,8398,Sawyer,1Fam,1886.0,1.0,134500
1944,2,2008,5,1Story,2.0,3710,Blmngtn,1Fam,2392.0,2.0,187687
1945,2,1950,4,1.5Fin,2.0,7500,IDOTRR,1Fam,1826.0,1.0,68400
1946,2,2007,9,1Story,2.0,8010,NAmes,1Fam,1902.0,1.0,143500
1947,2,1989,5,SLvl,2.0,12800,SawyerW,1Fam,3162.0,2.0,275000
1948,5,1989,5,1Story,3.0,11070,Mitchel,Duplex,3866.0,3.0,171000
1949,3,2000,5,2Story,2.0,12224,Gilbert,1Fam,3046.0,2.5,244000
1950,3,2004,7,1Story,1.0,6953,Mitchel,1Fam,1738.0,1.0,130000
1951,2,2006,5,1Story,3.0,11824,Somerst,1Fam,3370.0,2.0,253000
1952,2,1950,4,1Story,0.0,4118,OldTown,1Fam,1386.0,1.0,52500
1953,1,1989,6,1Story,2.0,3907,Blueste,TwnhsE,2016.0,1.0,185000
1954,3,2006,5,2Story,2.0,8918,Gilbert,1Fam,2235.0,2.5,167800
1955,3,2005,5,1Story,3.0,9591,NridgHt,1Fam,3426.0,2.0,274900
1956,3,1980,5,SLvl,2.0,14115,NWAmes,1Fam,2844.0,2.0,187500
1957,3,2005,5,2Story,2.0,9675,Somerst,1Fam,3084.0,2.5,253000
1958,2,2006,7,SFoyer,1.0,1974,MeadowV,Twnhs,1514.0,1.0,105000
1959,4,1961,6,SLvl,2.0,11475,NAmes,1Fam,2784.0,1.0,174500
1960,4,1997,5,2Story,2.0,21533,CollgCr,1Fam,3114.0,2.5,210900
1961,3,1979,6,1.5Fin,1.0,9350,Edwards,1Fam,1925.0,1.0,127000
1962,2,2004,5,1Story,2.0,8198,NridgHt,TwnhsE,2716.0,2.0,207000
1963,4,1978,6,2Story,2.0,13250,NWAmes,1Fam,2882.0,2.5,154000
1964,4,2007,5,1Story,3.0,51974,StoneBr,1Fam,4998.0,2.5,591587
1965,5,1975,5,1.5Fin,3.0,22136,OldTown,2fmCon,4811.0,2.5,180000
1966,4,1967,5,1Story,3.0,8944,NAmes,Duplex,3168.0,2.0,124000
1967,3,2006,8,2Story,2.0,9839,Timber,1Fam,2949.0,2.5,204000
1968,3,1950,7,1.5Fin,1.0,6292,SWISU,1Fam,2338.0,2.0,145000
1969,3,1967,6,1Story,2.0,9680,NAmes,1Fam,3020.0,2.0,178900
1970,3,1998,5,2Story,3.0,9452,NoRidge,1Fam,3788.0,2.5,348000
1971,4,2004,4,1.5Fin,2.0,9144,BrkSide,1Fam,2526.0,2.0,162500
1972,2,1990,6,1Story,2.0,8425,Sawyer,2fmCon,1636.0,1.0,119900
1973,3,1998,5,2Story,2.0,9084,Gilbert,1Fam,2567.0,2.5,176500
1974,2,1950,6,1.5Unf,1.0,7420,BrkSide,2fmCon,2068.0,1.0,118000
1975,2,1953,5,1Story,1.0,7677,NAmes,1Fam,1546.0,1.0,110000
1976,4,1998,5,2Story,2.0,16770,NoRidge,1Fam,3034.0,2.5,221000
1977,3,1998,5,2Story,3.0,16545,NoRidge,1Fam,3734.0,2.5,340000
1978,3,1993,8,2Story,2.0,11414,BrkSide,1Fam,2747.0,1.0,167500
1979,3,2006,5,1Story,3.0,13501,Somerst,1Fam,3259.0,2.0,255000
1980,3,2005,5,SLvl,2.0,9434,Gilbert,1Fam,1758.0,2.5,170000
1981,2,2005,5,SLvl,2.0,3675,Edwards,TwnhsE,1619.0,1.0,145000
1982,1,1972,7,SFoyer,0.0,1890,MeadowV,Twnhs,1260.0,1.0,81000
1983,3,2002,8,1Story,2.0,11029,NAmes,1Fam,2598.0,1.0,176500
1984,3,2005,5,1Story,2.0,10084,Somerst,1Fam,3380.0,2.0,307000
1985,3,2001,5,2Story,2.0,9543,CollgCr,1Fam,2535.0,2.5,190550
1986,4,1980,7,2Story,2.0,13005,NWAmes,1Fam,3198.0,2.5,260000
1987,2,1976,7,1Story,1.0,2280,NPkVill,Twnhs,2110.0,2.0,137500
1988,2,2006,7,1Story,2.0,12712,Sawyer,1Fam,2099.0,1.0,147000
1989,3,1983,6,1Story,1.0,10000,Sawyer,1Fam,2008.0,1.0,131400
1990,4,2004,5,2Story,3.0,10574,NridgHt,1Fam,3480.0,2.5,316000
1991,4,1971,5,2Story,0.0,9400,Mitchel,Duplex,2736.0,3.0,139000
1992,3,2007,5,SLvl,2.0,9802,Timber,1Fam,1794.0,2.5,172500
1993,4,1950,5,2Story,1.0,13132,Crawfor,1Fam,2531.0,1.5,138887
1994,4,1986,7,2Story,2.0,13728,Edwards,1Fam,3235.0,2.0,235000
1995,2,1962,5,1Story,1.0,6600,NAmes,1Fam,1788.0,1.0,109500
1996,3,1950,5,1.5Fin,2.0,10320,IDOTRR,1Fam,2026.0,2.0,107000
1997,3,2002,5,2Story,2.0,14006,CollgCr,1Fam,2712.0,2.5,192500
1998,3,2000,7,1Story,2.0,16635,NWAmes,1Fam,3204.0,2.0,215000
1999,3,1990,8,1.5Fin,2.0,8398,OldTown,1Fam,2576.0,2.0,144100
2000,2,1959,6,1Story,1.0,9100,NAmes,1Fam,1728.0,1.0,127500
2001,4,1994,5,2Story,2.0,14171,SawyerW,1Fam,3012.0,2.5,225000
2002,2,2008,5,1Story,3.0,13891,NridgHt,1Fam,3420.0,2.0,372402
2003,2,1962,6,1Story,1.0,12968,Sawyer,1Fam,1824.0,1.0,144000
2004,3,1999,5,2Story,2.0,2280,Somerst,Twnhs,2245.0,2.5,176500
2005,2,1950,6,1.5Fin,1.0,7000,OldTown,1Fam,1927.0,2.0,112000
2006,2,1973,5,2Story,1.0,1680,BrDale,Twnhs,1470.0,1.5,100000
2007,3,1970,4,2Story,1.0,2217,MeadowV,TwnhsE,1638.0,1.5,88000
2008,4,1976,6,1Story,2.0,11500,NWAmes,Duplex,3360.0,2.0,136905
2009,3,1971,4,1Story,2.0,7200,NAmes,1Fam,1738.0,1.0,97500
2010,2,1950,5,1Story,0.0,12366,IDOTRR,1Fam,729.0,1.0,51689
2011,3,1959,6,1Story,2.0,10721,NAmes,1Fam,2504.0,1.0,142000
2012,3,2007,5,2Story,3.0,10732,NridgHt,1Fam,3126.0,2.5,250000
2013,4,1993,5,2Story,2.0,10791,NWAmes,1Fam,3775.0,2.5,243500
2014,1,2005,5,1Story,2.0,5122,NridgHt,Twnhs,2612.0,2.0,184500
2015,3,1992,5,1Story,2.0,9928,Mitchel,1Fam,2932.0,2.0,210000
2016,3,1995,8,1Story,1.0,7791,Sawyer,1Fam,1824.0,1.0,129000
2017,1,1950,5,1Story,1.0,8154,IDOTRR,1Fam,1020.0,1.0,82000
2018,3,1998,5,2Story,2.0,10839,Gilbert,1Fam,2530.0,2.5,181000
2019,3,2005,5,2Story,2.0,9045,CollgCr,1Fam,2304.0,2.5,167000
2020,3,2000,5,2Story,2.0,10852,Gilbert,1Fam,2630.0,2.5,173000
2021,3,2005,5,2Story,2.0,8400,CollgCr,1Fam,2395.0,2.5,195800
2022,3,1969,5,1Story,2.0,16381,Crawfor,1Fam,3688.0,2.0,223000
2023,2,2005,5,1Story,2.0,12304,NridgHt,TwnhsE,2734.0,2.0,192000
2024,3,1979,6,SLvl,2.0,11584,NWAmes,1Fam,2264.0,2.5,197000
2025,4,2006,5,2Story,3.0,10672,NridgHt,1Fam,3443.0,2.5,298236
2026,4,1992,7,2.5Unf,2.0,7230,Crawfor,1Fam,2569.0,2.5,238000
2027,4,1960,5,1Story,0.0,8512,NAmes,Duplex,3112.0,2.0,119000
2028,3,2003,7,1Story,2.0,20781,NWAmes,1Fam,3724.0,2.0,262500
2029,2,2007,5,1Story,3.0,12633,Timber,1Fam,3956.0,2.0,425000
2030,2,1950,7,1.5Fin,1.0,8712,IDOTRR,1Fam,2037.0,1.0,102776
2031,3,2008,6,1Story,2.0,12537,NAmes,1Fam,2156.0,1.5,149900
2032,3,1977,7,SLvl,2.0,9620,Mitchel,1Fam,2528.0,2.0,190000
2033,2,1989,5,1Story,2.0,3907,Blueste,TwnhsE,2382.0,2.0,162500
2034,3,1997,5,1Story,2.0,9236,CollgCr,1Fam,2973.0,2.0,217000
2035,2,1950,5,1Story,1.0,11600,Crawfor,1Fam,1880.0,1.0,137500
2036,3,2006,5,2Story,3.0,10603,Somerst,1Fam,2695.0,2.5,270000
2037,3,1974,5,1Story,2.0,13350,Sawyer,1Fam,1758.0,1.0,142500
2038,3,1965,5,SLvl,2.0,9200,NAmes,1Fam,2084.0,2.0,161000
2039,3,1970,6,2Story,0.0,1495,MeadowV,TwnhsE,1638.0,1.5,93900
2040,3,1953,4,1.5Fin,2.0,15593,ClearCr,1Fam,3591.0,2.0,225000
2041,3,2004,5,2Story,3.0,13688,NridgHt,1Fam,4240.0,2.5,412500
2042,3,1950,4,1.5Fin,0.0,8248,Edwards,1Fam,1828.0,1.0,83000
2043,3,1950,6,2Story,1.0,6000,BrkSide,1Fam,1832.0,1.5,128000
2044,3,1995,5,2Story,2.0,8453,SawyerW,1Fam,2363.0,2.5,182000
2045,2,2008,5,1Story,3.0,12444,NridgHt,1Fam,3864.0,2.0,394617
2046,3,2007,5,1Story,2.0,11449,Timber,1Fam,3612.0,2.0,298751
2047,1,1950,5,1Story,2.0,12342,Edwards,1Fam,1722.0,1.0,82500
2048,3,1950,6,1.5Fin,2.0,7558,Crawfor,1Fam,2809.0,1.5,177000
2049,3,1956,5,1Story,1.0,10400,NAmes,1Fam,2400.0,1.0,144000
2050,3,1999,5,2Story,2.0,7500,Gilbert,1Fam,2798.0,2.5,189000
